doi	journal	pubMedId	pubMedUrl	publicationTitle	publicationYear	keywords	authors	grantNumber	gseAccns	gseUrls	srpAccns	srpUrls	dpgapAccns	dpgapUrls
10.1089/cap.2018.0020	J Child Adolesc Psychopharmacol	30132686	https://www.ncbi.nlm.nih.gov/pubmed/?term=30132686	Long-Term Efficacy and Safety of Pediatric Prolonged-Release Melatonin for Insomnia in Children with Autism Spectrum Disorder	2018	autism; insomnia; long-term; melatonin; pediatric; sleep disorders.	Athanasios Maras, Carmen M Schroder, Beth A Malow, Robert L Findling, John Breddy, Tali Nir, Shiri Shahmoon, Nava Zisapel, Paul Gringras	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0201140	PLoS One	30133451	https://www.ncbi.nlm.nih.gov/pubmed/?term=30133451	Case-control studies of gene-environment interactions. When a case might not be the case	2018	NA	Iryna Lobach, Joshua Sampson, Alexander Alekseyenko, Siarhei Lobach, Li Zhang	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1097/QAD.0000000000001984	AIDS	30134299	https://www.ncbi.nlm.nih.gov/pubmed/?term=30134299	Physical function improvements with moderate or high-intensity exercise among older adults with or without HIV infection	2018	NA	Kristine M Erlandson, Samantha MaWhinney, Melissa Wilson, Lilyana Gross, Sean A McCandless, Thomas B Campbell, Wendy M Kohrt, Robert Schwartz, Todd T Brown, Catherine M Jankowski	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1186/s40425-018-0389-8	J Immunother Cancer	30134959	https://www.ncbi.nlm.nih.gov/pubmed/?term=30134959	Design considerations for early-phase clinical trials of immune-oncology agents	2018	Clinical trials; Early-phase; Immunotherapy.	Nolan A Wages, Cody Chiuzan, Katherine S Panageas	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.1038/s41467-018-05740-1	Nat Commun	30135482	https://www.ncbi.nlm.nih.gov/pubmed/?term=30135482	Endocrine lineage biases arise in temporally distinct endocrine progenitors during pancreatic morphogenesis	2018	NA	Marissa A Scavuzzo, Matthew C Hill, Jolanta Chmielowiec, Diane Yang, Jessica Teaw, Kuanwei Sheng, Yuelin Kong, Maria Bettini, Chenghang Zong, James F Martin, Malgorzata Borowiak	"[""CA125123""]"	"[""GSE100622"", ""GSE100621"", ""GSE100620"", ""GSE100619""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100622,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100621,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100620,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100619	"[""SRP110700"", ""SRP110702"", ""SRP110701""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110700,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110702,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP110701	NA	NA
10.1007/s10875-018-0539-2	J Clin Immunol	30136218	https://www.ncbi.nlm.nih.gov/pubmed/?term=30136218	Inherited CARD9 Deficiency: Invasive Disease Caused by Ascomycete Fungi in Previously Healthy Children and Adults	2018	Ascomycota phylum; CARD9; central nervous system; chronic mucocutaneous candidiasis; deep dermatophytosis; invasive aspergillosis; invasive candidiasis; invasive fungal disease; phaeohyphomycosis; phagocytes; primary immunodeficiency.	Emilie Corvilain, Jean-Laurent Casanova, Anne Puel	"[""AI127564""]"	NA	NA	NA	NA	NA	NA
10.1111/cch.12612	Child Care Health Dev	30136409	https://www.ncbi.nlm.nih.gov/pubmed/?term=30136409	Comparison of maternal beliefs about causes of autism spectrum disorder and association with utilization of services and treatments	2018	autism spectrum disorder; causes; parental beliefs; services and treatment.	Virginia Chaidez, Erik Fernandez Y Garcia, Lulu W Wang, Kathleen Angkustsiri, Paula Krakowiak, Irva Hertz-Picciotto, Robin L Hansen	"[""ES015359""]"	NA	NA	NA	NA	NA	NA
10.1093/brain/awy215	Brain	30137212	https://www.ncbi.nlm.nih.gov/pubmed/?term=30137212	The human brainome: network analysis identifies HSPA2 as a novel Alzheimer’s disease target	2018	NA	Vladislav A Petyuk, Rui Chang, Manuel Ramirez-Restrepo, Noam D Beckmann, Marc Y R Henrion, Paul D Piehowski, Kuixi Zhu, Sven Wang, Jennifer Clarke, Matthew J Huentelman, Fang Xie, Victor Andreev, Anzhelika Engel, Toumy Guettoche, Loida Navarro, Philip De Jager, Julie A Schneider, Christopher M Morris, Ian G McKeith, Robert H Perry, Simon Lovestone, Randall L Woltjer, Thomas G Beach, Lucia I Sue, Geidy E Serrano, Andrew P Lieberman, Roger L Albin, Isidre Ferrer, Deborah C Mash, Christine M Hulette, John F Ervin, Eric M Reiman, John A Hardy, David A Bennett, Eric Schadt, Richard D Smith, Amanda J Myers	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1117/1.NPh.5.3.035006	Neurophotonics	30137925	https://www.ncbi.nlm.nih.gov/pubmed/?term=30137925	Lightweight sCMOS-based high-density diffuse optical tomography	2018	CMOS; diffuse optical tomography; fiber optics; functional neuroimaging; image reconstruction; visual stimulus.	Karla M Bergonzi, Tracy M Burns-Yocum, Jonathan R Bumstead, Elise M Buckley, Patrick C Mannion, Christopher H Tracy, Eli Mennerick, Silvina L Ferradal, Hamid Dehghani, Adam T Eggebrecht, Joseph P Culver	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0202504	PLoS One	30138409	https://www.ncbi.nlm.nih.gov/pubmed/?term=30138409	Stronger prediction of motor recovery and outcome post-stroke by cortico-spinal tract integrity than functional connectivity	2018	NA	Leanne Y Lin, Lenny Ramsey, Nicholas V Metcalf, Jennifer Rengachary, Gordon L Shulman, Joshua S Shimony, Maurizio Corbetta	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1634/theoncologist.2018-0315	Oncologist	30139840	https://www.ncbi.nlm.nih.gov/pubmed/?term=30139840	A Phase I Dose-Escalation Study of Linsitinib (OSI-906), a Small-Molecule Dual Insulin-Like Growth Factor-1 Receptor/Insulin Receptor Kinase Inhibitor, in Combination with Irinotecan in Patients with Advanced Cancer	2018	NA	S Lindsey Davis, S Gail Eckhardt, Jennifer R Diamond, Wells A Messersmith, Arvind Dasari, Colin D Weekes, Christopher H Lieu, Madeline Kane, Aik Choon Tan, Todd M Pitts, Stephen Leong	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1212/CPJ.0000000000000494	Neurol Clin Pract	30140579	https://www.ncbi.nlm.nih.gov/pubmed/?term=30140579	Increased prevalence of brain tumors classified as T2 hyperintensities in neurofibromatosis 1	2018	NA	Jennifer L Griffith, Stephanie M Morris, Jasia Mahdi, Manu S Goyal, Tamara Hershey, David H Gutmann	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1007/s00467-018-4056-6	Pediatr Nephrol	30141177	https://www.ncbi.nlm.nih.gov/pubmed/?term=30141177	Outcomes of infants receiving chronic peritoneal dialysis: an analysis of the USRDS registry	2019	Chronic peritoneal dialysis; Infants; Neonates; Pediatric ESKD; Peritoneal dialysis.	Keia R Sanderson, Yichun Yu, Hongying Dai, Laurel K Willig, Bradley A Warady	"[""TR002490""]"	NA	NA	NA	NA	NA	NA
10.1016/j.redox.2018.08.007	Redox Biol	30142602	https://www.ncbi.nlm.nih.gov/pubmed/?term=30142602	Cholesterol secosterol aldehyde adduction and aggregation of Cu,Zn-superoxide dismutase: Potential implications in ALS	2018	Amyotrophic Lateral Sclerosis; Neurodegenerative diseases; Protein aggregation; Secosterol aldehydes; Superoxide dismutase.	Lucas S Dantas, Adriano B Chaves-Filho, Fernando R Coelho, Thiago C Genaro-Mattos, Keri A Tallman, Ned A Porter, Ohara Augusto, Sayuri Miyamoto	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1158/1541-7786.MCR-18-0362	Mol Cancer Res	30143553	https://www.ncbi.nlm.nih.gov/pubmed/?term=30143553	A Role for Tryptophan-2,3-dioxygenase in CD8 T-cell Suppression and Evidence of Tryptophan Catabolism in Breast Cancer Patient Plasma	2019	NA	Lisa I Greene, Tullia C Bruno, Jessica L Christenson, Angelo D'Alessandro, Rachel Culp-Hill, Kathleen Torkko, Virginia F Borges, Jill E Slansky, Jennifer K Richer	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neuroimage.2018.08.051	Neuroimage	30144569	https://www.ncbi.nlm.nih.gov/pubmed/?term=30144569	Altered functional network connectivity relates to motor development in children born very preterm	2018	Functional connectivity; Motor development; Neurodevelopmental outcome; Prematurity; Resting state functional MRI.	M D Wheelock, N C Austin, S Bora, A T Eggebrecht, T R Melzer, L J Woodward, C D Smyser	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neuroimage.2018.08.049	Neuroimage	30144573	https://www.ncbi.nlm.nih.gov/pubmed/?term=30144573	Voxel-wise detection of functional networks in white matter	2018	BOLD; Functional activation; Visual stimulation; White matter; fMRI.	Yali Huang, Stephen K Bailey, Peiguang Wang, Laurie E Cutting, John C Gore, Zhaohua Ding	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1002/aur.1998	Autism Res	30145834	https://www.ncbi.nlm.nih.gov/pubmed/?term=30145834	Differences in anticipatory versus reactive stress to social evaluative threat in adults versus adolescents with autism	2018	HPA axis; adolescence; adults; autism spectrum disorder; cortisol; stress.	Julie Lounds Taylor, Rachael A Muscatello, Blythe A Corbett	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.cllc.2018.06.004	Clin Lung Cancer	30146263	https://www.ncbi.nlm.nih.gov/pubmed/?term=30146263	A miRNA Panel Predicts Sensitivity of FGFR Inhibitor in Lung Cancer Cell Lines	2018	AZD4547; biomarker; lung cancer; miRNA; ponatinib.	Shengxiang Ren, Christopher J Rivard, Hui Yu, Carlo Genova, Leslie Rozenboom, Dexiang Gao, Trista K Hinz, Brad A Rikke, Murry W Wynes, Charles Caldwell, Francesco Agustoni, Kenichi Suda, Tao Jiang, Caicun Zhou, Lynn E Heasley, Fred R Hirsch	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1523/JNEUROSCI.0963-18.2018	J Neurosci	30150361	https://www.ncbi.nlm.nih.gov/pubmed/?term=30150361	Dorsal BNST α 2A-Adrenergic Receptors Produce HCN-Dependent Excitatory Actions That Initiate Anxiogenic Behaviors	2018	HCN channels; alpha2a-adrenergic receptor; anxiety; bed nucleus of the stria terminalis; guanfacine; norepinephrine.	Nicholas A Harris, Austin T Isaac, Anne Günther, Kevin Merkel, James Melchior, Michelle Xu, Eghosa Eguakun, Rafael Perez, Brett P Nabit, Stephanie Flavin, Ralf Gilsbach, Brian Shonesy, Lutz Hein, Ted Abel, Arnd Baumann, Robert Matthews, Samuel W Centanni, Danny G Winder	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.3233/BPL-170061	Brain Plast	30151344	https://www.ncbi.nlm.nih.gov/pubmed/?term=30151344	Regulation of Adult Neurogenesis by the Fragile X Family of RNA Binding Proteins	2018	NA	Natalie E Patzlaff, Minjie Shen, Xinyu Zhao	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1002/ijc.31759	Int J Cancer	30152087	https://www.ncbi.nlm.nih.gov/pubmed/?term=30152087	Age-specific genome-wide association study in glioblastoma identifies increased proportion of 'lower grade glioma'-like features associated with younger age	2018	age; brain tumors; glioma.	Quinn T Ostrom, Ben Kinnersley, Georgina Armstrong, Terri Rice, Yanwen Chen, John K Wiencke, Lucie S McCoy, Helen M Hansen, Christopher I Amos, Jonine L Bernstein, Elizabeth B Claus, Jeanette E Eckel-Passow, Dora Il'yasova, Christoffer Johansen, Daniel H Lachance, Rose K Lai, Ryan T Merrell, Sara H Olson, Siegal Sadetzki, Joellen M Schildkraut, Sanjay Shete, Joshua B Rubin, Ulrika Andersson, Preetha Rajaraman, Stephen J Chanock, Martha S Linet, Zhaoming Wang, Meredith Yeager, GliomaScan consortium, Richard S Houlston, Robert B Jenkins, Margaret R Wrensch, Beatrice Melin, Melissa L Bondy, Jill S Barnholtz-Sloan	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0202875	PLoS One	30153278	https://www.ncbi.nlm.nih.gov/pubmed/?term=30153278	Rapid face orienting in infants and school-age children with and without autism: Exploring measurement invariance in eye-tracking	2018	NA	Kirsten A Dalrymple, Natalie Wall, Michael Spezio, Heather C Hazlett, Joseph Piven, Jed T Elison	"[""HD055741""]"	NA	NA	NA	NA	NA	NA
10.1111/jir.12539	J Intellect Disabil Res	30155926	https://www.ncbi.nlm.nih.gov/pubmed/?term=30155926	Initiating joint attention use in infants at high-risk for autism spectrum disorder	2018	autism; fragile X syndrome; gesture; joint attention; social communication.	A M Brewe, D L Reisinger, S M Adlof, J E Roberts	"[""MH090194""]"	NA	NA	NA	NA	NA	NA
10.1177/0898264318795567	J Aging Health	30160576	https://www.ncbi.nlm.nih.gov/pubmed/?term=30160576	Treatment of Sleep Disturbance May Reduce the Risk of Future Probable Alzheimer's Disease	2019	Alzheimer’s disease; apolipoprotein E; insomnia; sleep disturbance; trazodone; zolpidem.	Shanna L Burke, Tianyan Hu, Christine E Spadola, Aaron Burgess, Tan Li, Tamara Cadet	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.2214/AJR.17.19490	AJR Am J Roentgenol	30160983	https://www.ncbi.nlm.nih.gov/pubmed/?term=30160983	CT Radiogenomic Characterization of the Alternative Lengthening of Telomeres Phenotype in Pancreatic Neuroendocrine Tumors	2018	ATRX; CT; DAXX; alternative lengthening of telomeres (ALT); neuroendocrine tumor; pancreas; pancreatic neuroendocrine tumor; radiomics.	Jonathan M McGovern, Aatur D Singhi, Amir A Borhani, Alessandro Furlan, Kevin M McGrath, Herbert J Zeh 3rd, Nathan Bahary, Anil K Dasyam	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1093/icvts/ivy248	Interact Cardiovasc Thorac Surg	30165653	https://www.ncbi.nlm.nih.gov/pubmed/?term=30165653	Povidone-iodine results in rapid killing of thymic epithelial tumour cells through cellular fixation†	2019	Cytotoxicity; Hyperthermic pleural lavage; Pleural dissemination; Povidone-iodine; Thymic epithelial tumour.	Hyun-Sung Lee, Hee-Jin Jang, Eric M Lo, Cynthia Y Truong, Shawn S Groth, Joseph S Friedberg, David J Sugarbaker, Bryan M Burt	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1242/dev.164038	Development	30166318	https://www.ncbi.nlm.nih.gov/pubmed/?term=30166318	Single-cell analysis of progenitor cell dynamics and lineage specification in the human fetal kidney	2018	Branching; Fetal; Human; Kidney; Single cell.	Rajasree Menon, Edgar A Otto, Austin Kokoruda, Jian Zhou, Zidong Zhang, Euisik Yoon, Yu-Chih Chen, Olga Troyanskaya, Jason R Spence, Matthias Kretzler, Cristina Cebrián	"[""HD000836""]"	"[""GSE109205""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109205	"[""SRP130990""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP130990	NA	NA
10.1002/nur.21902	Res Nurs Health	30168588	https://www.ncbi.nlm.nih.gov/pubmed/?term=30168588	Patient-reported symptoms improve prediction of acute coronary syndrome in the emergency department	2018	acute coronary syndrome; electrocardiography; emergency nursing; prehospital delay; symptoms.	Jessica K Zègre-Hemsey, Larisa A Burke, Holli A DeVon	"[""TR002490""]"	NA	NA	NA	NA	NA	NA
10.1053/j.gastro.2018.08.037	Gastroenterology	30170115	https://www.ncbi.nlm.nih.gov/pubmed/?term=30170115	Rapid Disruption of Genes Specifically in Livers of Mice Using Multiplex CRISPR/Cas9 Editing	2018	CRISPR/Cas9; Liver Gene Knockout; Mouse Models; SLiK.	Francis P Pankowicz, Mercedes Barzi, Kang Ho Kim, Xavier Legras, Celeste Santos Martins, Clavia Ruth Wooton-Kee, William R Lagor, Juan C Marini, Sarah H Elsea, Beatrice Bissig-Choisat, David D Moore, Karl-Dimiter Bissig	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1053/j.gastro.2018.08.039	Gastroenterology	30170116	https://www.ncbi.nlm.nih.gov/pubmed/?term=30170116	Human Monoclonal Antibodies That Neutralize Pandemic GII.4 Noroviruses	2018	Adaptive Immunity; B Cells; Immunoglobulin; VLP.	Gabriela Alvarado, Khalil Ettayebi, Robert L Atmar, Robin G Bombardi, Nurgun Kose, Mary K Estes, James E Crowe Jr	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1186/s40478-018-0588-z	Acta Neuropathol Commun	30170631	https://www.ncbi.nlm.nih.gov/pubmed/?term=30170631	Analysis of cerebrospinal fluid metabolites in patients with primary or metastatic central nervous system tumors	2018	Brain tumor; CSF; Glioma; Hydroxyglutarate; Liquid biopsy; Metabolites.	Leomar Y Ballester, Guangrong Lu, Soheil Zorofchian, Venkatrao Vantaku, Vasanta Putluri, Yuanqing Yan, Octavio Arevalo, Ping Zhu, Roy F Riascos, Arun Sreekumar, Yoshua Esquenazi, Nagireddy Putluri, Jay-Jiguang Zhu	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.redox.2018.08.013	Redox Biol	30172101	https://www.ncbi.nlm.nih.gov/pubmed/?term=30172101	Cinnamic aldehyde inhibits vascular smooth muscle cell proliferation and neointimal hyperplasia in Zucker Diabetic Fatty rats	2018	Cinnamic aldehyde; Diabetes; Neointimal hyperplasia; Nrf2; Restenosis; Vascular smooth muscle cells.	Nicholas E Buglak, Wulin Jiang, Edward S M Bahnson	"[""TR002490""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neurobiolaging.2018.08.002	Neurobiol Aging	30172223	https://www.ncbi.nlm.nih.gov/pubmed/?term=30172223	Altered glutamate clearance in ascorbate deficient mice increases seizure susceptibility and contributes to cognitive impairment in APP/PSEN1 mice	2018	Ascorbate; Behavior; GLT-1; Glutamate; Seizure; Vitamin C.	Deborah J Mi, Shilpy Dixit, Timothy A Warner, John A Kennard, Daniel A Scharf, Eric S Kessler, Lisa M Moore, David C Consoli, Corey W Bown, Angeline J Eugene, Jing-Qiong Kang, Fiona E Harrison	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1007/s11145-018-9855-4	Read Writ	30174374	https://www.ncbi.nlm.nih.gov/pubmed/?term=30174374	Relations between Reading and Writing: A Longitudinal Examination from Grades 3 to 6	2018	Reading; developmental trajectories; interactive dynamic literacy model; spelling; writing.	Young-Suk Grace Kim, Yaacov Petscher, Jeanne Wanzek, Stephanie Al Otaiba	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neuroscience.2018.08.023	Neuroscience	30176318	https://www.ncbi.nlm.nih.gov/pubmed/?term=30176318	Synergistic Transcriptional Changes in AMPA and GABA A Receptor Genes Support Compensatory Plasticity Following Unilateral Hearing Loss	2019	auditory neuropathy; gene transcription; hearing loss; homeostatic plasticity; hyperacusis; tinnitus.	P Balaram, T A Hackett, D B Polley	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-018-31372-y	Sci Rep	30177747	https://www.ncbi.nlm.nih.gov/pubmed/?term=30177747	Steroid Receptor Coactivator-2 Controls the Pentose Phosphate Pathway through RPIA in Human Endometrial Cancer Cells	2018	NA	Maria M Szwarc, Ramakrishna Kommagani, Vasanta Putluri, Julien Dubrulle, Fabio Stossi, Michael A Mancini, Cristian Coarfa, Rainer B Lanz, Nagireddy Putluri, Francesco J DeMayo, John P Lydon, Bert W O'Malley	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1001/jamapediatrics.2018.2132	JAMA Pediatr	30177999	https://www.ncbi.nlm.nih.gov/pubmed/?term=30177999	Association of Prenatal Maternal Depression and Anxiety Symptoms With Infant White Matter Microstructure	2018	NA	Douglas C Dean 3rd, Elizabeth M Planalp, William Wooten, Steven R Kecskemeti, Nagesh Adluru, Cory K Schmidt, Corrina Frye, Rasmus M Birn, Cory A Burghy, Nicole L Schmidt, Martin A Styner, Sarah J Short, Ned H Kalin, H Hill Goldsmith, Andrew L Alexander, Richard J Davidson	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1111/vox.12704	Vox Sang	30182371	https://www.ncbi.nlm.nih.gov/pubmed/?term=30182371	The effect of red-blood-cell transfusion on fatigue in hospitalized patients with anaemia	2018	anaemia; fatigue; red-blood-cell transfusion; symptoms of anaemia.	Micah T Prochaska, Richard Newcomb, David Jiang, David O Meltzer	"[""TR002389""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0202201	PLoS One	30183721	https://www.ncbi.nlm.nih.gov/pubmed/?term=30183721	Validation of diffusion tensor imaging measures of nigrostriatal neurons in macaques	2018	NA	Joshua S Shimony, Jerrel Rutlin, Morvarid Karimi, Linlin Tian, Abraham Z Snyder, Susan K Loftin, Scott A Norris, Joel S Perlmutter	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1002/aur.2010	Autism Res	30184325	https://www.ncbi.nlm.nih.gov/pubmed/?term=30184325	A matter of time: The necessity of temporal language in research on health conditions that present with autism spectrum disorder	2019	aging; epidemiology; health; mental health.	Eric Rubenstein, Lauren Bishop-Fitzpatrick	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1177/0883073818791099	J Child Neurol	30185102	https://www.ncbi.nlm.nih.gov/pubmed/?term=30185102	ST3GAL5-Related Disorders: A Deficiency in Ganglioside Metabolism and a Genetic Cause of Intellectual Disability and Choreoathetosis	2018	GM3 synthase; ST3GAL5; cerebral palsy; gangliosides; intellectual disability.	Eliza Gordon-Lipkin, Julie S Cohen, Siddharth Srivastava, Bruno P Soares, Eric Levey, Ali Fatemi	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1242/jcs.220244	J Cell Sci	30185525	https://www.ncbi.nlm.nih.gov/pubmed/?term=30185525	Chronic starvation induces noncanonical pro-death stress granules	2018	Cell death; G3BP1; Starvation; Stress granule; Translation; eIF2α.	Lucas C Reineke, Shebna A Cheema, Julien Dubrulle, Joel R Neilson	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1038/s41419-018-0932-z	Cell Death Dis	30185782	https://www.ncbi.nlm.nih.gov/pubmed/?term=30185782	BH3 mimetics induce apoptosis independent of DRP-1 in melanoma	2018	NA	Nabanita Mukherjee, Andrew Strosnider, Bay Vagher, Karoline A Lambert, Sarah Slaven, William A Robinson, Carol M Amato, Kasey L Couts, Judson G T Bemis, Jacqueline A Turner, David A Norris, Yiqun G Shellman	"[""CA046934"", ""GM007635""]"	NA	NA	NA	NA	NA	NA
